"","UCM_Number","Canister","Class","Order","Family","Subfamily","Genus","Species","Element","Notes","Museum_Number","name"
"269","NSF-16-268","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m2","","LACMP23-28541","Microtus sp."
"270","NSF-16-269","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m2","","LACMP23-28542","Microtus sp."
"271","NSF-16-270","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","molar frag","","LACMP23-28543","Microtus sp."
"272","NSF-16-271","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","sp.","right dentary frag w/ tooth alveolus","","LACMP23-28544","cf. Microtus sp."
"273","NSF-16-272","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","right dentary frag w/ tooth alveolus","","LACMP23-28545","Microtus sp."
"274","NSF-16-273","B1/L4","Mammalia","Rodentia","Cricetidae","Neotominae","Onychomys","torridus","lower left m1","","LACMP23-28546","Onychomys torridus"
"275","NSF-16-274","B1/L4","Mammalia","Rodentia","Geomyidae","","Thomomys","cf. bottae","upper right P4","","LACMP23-28547","Thomomys cf. bottae"
"276","NSF-16-275","B1/L4","Mammalia","Rodentia","Geomyidae","","Thomomys","sp.","upper left M1/M2","","LACMP23-28548","Thomomys sp."
"277","NSF-16-276","B1/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3 ","","LACMP23-28549","Otospermophilus cf. beecheyi"
"278","NSF-16-277","B1/L4","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial lower left m3","","LACMP23-28550","cf. Otospermophilus beecheyi"
"279","NSF-16-278","B1/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower left p4","","LACMP23-28551","Otospermophilus cf. beecheyi"
"280","NSF-16-279","B1/L4","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial lower right p4","lingual half missing","LACMP23-28552","cf. Otospermophilus beecheyi"
"281","NSF-16-280","B1/L4","Mammalia","Carnivora","","","","","posterior lower left premolar frag","","LACMP23-28553"," "
"282","NSF-16-281","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth","broken occlusal surface","LACMP23-28554","Sylvilagus sp."
"283","NSF-16-282","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","juv. lower left p3","","LACMP23-28555","Sylvilagus audubonii"
"284","NSF-16-283","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","cf. bachmani","juv. lower right p3","","LACMP23-28556","Sylvilagus cf. bachmani"
"285","NSF-16-284","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28557","Sylvilagus sp."
"286","NSF-16-285","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right premaxilla","","LACMP23-28558","Sylvilagus sp."
"287","NSF-16-286","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left maxilla w/o teeth","","LACMP23-28559","Sylvilagus sp."
"288","NSF-16-287","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right maxilla fragment","","LACMP23-28560","Sylvilagus sp."
"289","NSF-16-321","B1/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M3","","LACMP23-28622","Microtus sp."
"290","NSF-16-322","B1/L5","Mammalia","Rodentia","Cricetidae","Neotominae","","","right posterior jaw frag","","LACMP23-28623"," "
"291","NSF-16-323","B1/L5","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower right m3","","LACMP23-28624","cf. Otospermophilus beecheyi"
"292","NSF-16-324","B1/L5","Mammalia","Rodentia","Sciuridae","","","","lower molar","","LACMP23-28625"," "
"293","NSF-16-325","B1/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28626","Sylvilagus sp."
"294","NSF-16-326","B1/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28627","Sylvilagus sp."
"295","NSF-16-291","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","lower left p3","","LACMP23-28592","Sylvilagus audubonii"
"296","NSF-16-292","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left maxilla w/ upper P3","","LACMP23-28593","Sylvilagus sp."
"297","NSF-16-293","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right maxillary/palatal frag","","LACMP23-28594","Sylvilagus sp."
"298","NSF-16-294","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left dentary frag w/ p4 and m1","","LACMP23-28595","Sylvilagus sp."
"299","NSF-16-295","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28596","Sylvilagus sp."
"300","NSF-16-296","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth cap","","LACMP23-28597","Sylvilagus sp."
"301","NSF-16-297","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28598","Sylvilagus sp."
"302","NSF-16-298","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28599","Sylvilagus sp."
"303","NSF-16-299","B1/L8","Mammalia","Carnivora","Mephitidae","","cf. Spilogale","","posterior left dentary fragment","m2 and partial m1 alveolus preserved","LACMP23-28600","cf. Spilogale "
"304","NSF-16-300","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","right partial dentary w/o teeth","","LACMP23-28601","Microtus sp."
"305","NSF-16-301","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m2","","LACMP23-28602","Microtus sp."
"306","NSF-16-302","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m3","","LACMP23-28603","Microtus sp."
"307","NSF-16-303","B1/L8","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","left maxillary frag w/o teeth","","LACMP23-28604","cf. Peromyscus "
"308","NSF-16-304","B1/L8","Mammalia","Rodentia","Sciuridae","","","","right maxilla w/o teeth","","LACMP23-28605"," "
"309","NSF-16-305","B1/L8","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower right m1","","LACMP23-28606","cf. Otospermophilus beecheyi"
"310","NSF-16-306","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","right anterior dentary frag w/ m1","","LACMP23-28607","Microtus "
"311","NSF-16-307","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M1","","LACMP23-28608","Microtus sp."
"312","NSF-16-308","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right anterior dentary frag","","LACMP23-28609","Sylvilagus sp."
"313","NSF-16-309","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left premaxilla with incisor","","LACMP23-28610","Sylvilagus sp."
"314","NSF-16-310","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28611","Sylvilagus sp."
"315","NSF-16-311","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28612","Sylvilagus sp."
"316","NSF-16-312","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28613","Sylvilagus sp."
"317","NSF-16-313","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28614","Sylvilagus sp."
"318","NSF-16-314","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28615","Sylvilagus sp."
"319","NSF-16-315","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28616","Sylvilagus sp."
"320","NSF-16-316","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28617","Sylvilagus sp."
"321","NSF-16-317","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28618","Sylvilagus sp."
"322","NSF-16-318","B1/L8","Mammalia","Carnivora","Mustelidae","","cf. Mustela","frenata","upper left P3","","LACMP23-28619","cf. Mustela frenata"
"323","NSF-16-319","B1/L8","Mammalia","Carnivora","Mustelidae","","cf. Taxidea","taxus","left P2/right p2","","LACMP23-28620","cf. Taxidea taxus"
"324","NSF-16-320","B1/L8","Mammalia","Carnivora","Canidae","","Canis","latrans","lower right p2","","LACMP23-28621","Canis latrans"
"325","NSF-16-14","B2/L2","Mammalia","Rodentia/Lagomorpha","","","","","incisor","","LACMP23-28094"," "
"326","NSF-16-15","B2/L2","Mammalia","Rodentia/Lagomorpha","","","","","incisor","","LACMP23-28095"," "
"327","NSF-16-16","B2/L2","Mammalia","Lagomorpha","Leporidae","","","","lower right tooth","Occlusal surface partially broken","LACMP23-28096"," "
"328","NSF-16-17","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3","","LACMP23-28097","Otospermophilus cf. beecheyi"
"329","NSF-16-18","B2/L2","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial lower left molar","","LACMP23-28098","cf. Otospermophilus beecheyi"
"330","NSF-16-19","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","Occlusal surface partially broken","LACMP23-28099","Sylvilagus sp."
"331","NSF-16-20a","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","Left upper M1","","LACMP23-28100","Microtus sp."
"332","NSF-16-20b","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M2","anterior loop broken","LACMP23-28101","Microtus sp."
"333","NSF-16-21","B2/L2","Mammalia","Rodentia","Heteromyidae","","cf. Dipodomys","sp.","tooth frag","","LACMP23-28102","cf. Dipodomys sp."
"334","NSF-16-22","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","partial juv. lower right molar","","LACMP23-28103","Otospermophilus cf. beecheyi"
"335","NSF-16-23","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper right M3","","LACMP23-28104","Otospermophilus cf. beecheyi"
"336","NSF-16-24a","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right p3","","LACMP23-28105","Sylvilagus sp."
"337","NSF-16-24b","B2/L2","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28106"," "
"338","NSF-16-25","B2/L2","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower molar fragment","","LACMP23-28107","cf. Otospermophilus beecheyi"
"339","NSF-16-26","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m3","","LACMP23-28108","Microtus sp."
"340","NSF-16-27","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower tooth frag","Moderate occlusal deformation","LACMP23-28109","Sylvilagus sp."
"341","NSF-16-28","B2/L2","Mammalia","Carnivora","Canidae","","Canis","cf. latrans","lower right i1","","LACMP23-28110","Canis cf. latrans"
"342","NSF-16-29","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth fragment","","LACMP23-28111","cf. Sylvilagus "
"343","NSF-16-30","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M1","","LACMP23-28112","Microtus sp."
"344","NSF-16-31","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m1/m2","anterior portion broken","LACMP23-28113","Microtus sp."
"345","NSF-16-32","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper M3","","LACMP23-28114","Sylvilagus sp."
"346","NSF-16-33","B2/L2","Mammalia","cf. Rodentia","cf. Geomyidae","","","","molariform tooth","Occlusal surface partially broken","LACMP23-28115"," "
"347","NSF-16-34","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","partial tooth","","LACMP23-28116","cf. Sylvilagus "
"348","NSF-16-35","B2/L2","Mammalia","Misc","","","","","Misc. partial rodent/lagomorph teeth and incisors","","LACMP23-28117; LACMP23-28118; LACMP23-28119; LACMP23-28120; LACMP23-28121; LACMP23-28122; LACMP23-28123; LACMP23-28124; LACMP23-28125; LACMP23-28126; LACMP23-28127"," "
"349","NSF-16-36","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","Reithrodontomys","cf. megalotis","upper right M1","","LACMP23-28128","Reithrodontomys cf. megalotis"
"350","NSF-16-37","B2/L2","Mammalia","Rodentia","cf. Heteromyidae","","","","worn upper right dP4","large for Dipodomys",""," "
"351","NSF-16-38","B2/L2","Mammalia","???","","","","","tooth","",""," "
"352","NSF-16-39","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower m1","anterior and posterior loops broken","LACMP23-28129","Microtus "
"353","NSF-16-40","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","partial tooth","","LACMP23-28130","cf. Sylvilagus "
"354","NSF-16-41","B2/L2","Insecta","Hymenoptera","Formicidae","","","","ant cranium","Exceptionally well preserved",""," "
"355","NSF-16-42","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","sp.","molar fragment","","LACMP23-28131","cf. Microtus sp."
"356","NSF-16-43","B2/L2","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower molar fragment","","LACMP23-28132","cf. Otospermophilus beecheyi"
"357","NSF-16-44","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","lower left m1","caked w/ matrix","LACMP23-28133","cf. Peromyscus "
"358","NSF-16-45","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M1","","LACMP23-28134","Microtus sp."
"359","NSF-16-46","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","Reithrodontomys","cf. megalotis","upper left M1","","LACMP23-28135","Reithrodontomys cf. megalotis"
"360","NSF-16-47","B2/L2","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Reithrodontomys","","lower (right?) m2","heavily worn","LACMP23-28136","cf. Reithrodontomys "
"361","NSF-16-48","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left P4","","LACMP23-28137","Otospermophilus cf. beecheyi"
"362","NSF-16-49","B2/L2","Mammalia","Rodentia","Heteromyidae","","Dipodomys","sp.","upper left M1/M2","","LACMP23-28138","Dipodomys sp."
"363","NSF-16-50","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","partial molar","","LACMP23-28139","cf. Microtus "
"364","NSF-16-51","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","partial molar","","LACMP23-28140","cf. Microtus "
"365","NSF-16-52","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","partial molar","","LACMP23-28141","cf. Microtus "
"366","NSF-16-53","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","partial lower right molar","anterior broken","LACMP23-28142","Microtus sp."
"367","NSF-16-54","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","","upper right tooth","","LACMP23-28143","Sylvilagus "
"368","NSF-16-55","B2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth frag","","LACMP23-28144","cf. Sylvilagus "
"369","NSF-16-56","B2/L2","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28145"," "
"370","NSF-16-57","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper P2","","LACMP23-28146","Sylvilagus sp."
"371","NSF-16-57","B2/L2","Mammalia","Lagomorpha/Rodentia","","","","","Misc. rodent/lagomorph partial teeth, incisors, and dentary frags","","Not Cataloged"," "
"372","NSF-16-114","B2/L3","Mammalia","Carnivora","Canidae","","Canis","cf. dirus","upper right I2","","LACMP23-28347","Canis cf. dirus"
"373","NSF-16-115","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28225","Microtus "
"374","NSF-16-116","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left m1","occlusal surface broken","LACMP23-28226","Microtus "
"375","NSF-16-117","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","left anterior dentary frag","","LACMP23-28227","cf. Microtus "
"376","NSF-16-118a","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Upper tooth","","LACMP23-28228","Sylvilagus sp."
"377","NSF-16-118b","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth frag","","LACMP23-28229","cf. Sylvilagus "
"378","NSF-16-118c","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Upper tooth","","LACMP23-28230","Sylvilagus sp."
"379","NSF-16-118d","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Upper tooth","","LACMP23-28231","Sylvilagus sp."
"380","NSF-16-118e","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower right tooth","","LACMP23-28232","Sylvilagus sp."
"381","NSF-16-118f","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower right tooth","","LACMP23-28233","Sylvilagus sp."
"382","NSF-16-118g","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower p3","poorly preserved","LACMP23-28234","Sylvilagus sp."
"383","NSF-16-118h","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower left tooth","","LACMP23-28235","Sylvilagus sp."
"384","NSF-16-118i","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper tooth frag","","LACMP23-28236","cf. Sylvilagus "
"385","NSF-16-119","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper right M1","","LACMP23-28237","Peromyscus sp."
"386","NSF-16-120","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper left M2","","LACMP23-28238","Peromyscus sp."
"387","NSF-16-121","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m2","","LACMP23-28239","Microtus "
"388","NSF-16-122","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M3","","LACMP23-28240","Microtus "
"389","NSF-16-123a","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","Juv. Upper right tooth","","LACMP23-28241","Sylvilagus sp."
"390","NSF-16-123b","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","Juv. Upper tooth frag","","LACMP23-28242","cf. Sylvilagus "
"391","NSF-16-124","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper left M1","","LACMP23-28243","Peromyscus sp."
"392","NSF-16-125","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","sp.","upper right M2","acid etched?","LACMP23-28244","cf. Peromyscus sp."
"393","NSF-16-126","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M1","","LACMP23-28245","Microtus "
"394","NSF-16-127","B2/L3","Mammalia","Rodentia","Heteromyidae","","Perognathus","sp.","upper (right?) P4","","LACMP23-28246","Perognathus sp."
"395","NSF-16-128a","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","juv. Tooth frag","","LACMP23-28247","cf. Sylvilagus "
"396","NSF-16-128b","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","Juv. Upper tooth frag","","LACMP23-28248","cf. Sylvilagus "
"397","NSF-16-129","B2/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","juv. Tooth frag","","LACMP23-28249","cf. Sylvilagus "
"398","NSF-16-130","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","","lower left m1","","LACMP23-28250","Peromyscus "
"399","NSF-16-131","B2/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","","lower right m2","acid etched?","LACMP23-28251","Peromyscus "
"400","NSF-16-132","B2/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M2","","LACMP23-28252","Microtus "
"401","NSF-16-133a","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower right p3","occlusal surface broken","LACMP23-28253","Sylvilagus sp."
"402","NSF-16-133b","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower tooth","","LACMP23-28254","Sylvilagus sp."
"403","NSF-16-134","B2/L3","Mammalia","Rodentia","Cricetidae","","Peromyscus","sp.","upper right M2","","LACMP23-28255","Peromyscus sp."
"404","NSF-16-135","B2/L3","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28256"," "
"405","NSF-16-136","B2/L3","Mammalia","Rodentia","Cricetidae","","cf. Peromyscus","","upper right M1","acid etched?","LACMP23-28257","cf. Peromyscus "
"406","NSF-16-137","B2/L3","Mammalia","Rodentia","Cricetidae","","Peromyscus","sp.","lower right m1","","LACMP23-28258","Peromyscus sp."
"407","NSF-16-138","B2/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. lower p3 (left?)","poorly preserved","LACMP23-28259","Sylvilagus sp."
"408","NSF-16-139","B2/L3","Mammalia","Rodentia/Lagomorpha","","","","","Misc. partial teeth, incisors, and dentary frags","","Not Cataloged"," "
"409","NSF-16-140","B2/L3","Mammalia","","","","","","baculum?","","LACMP23-28260"," "
"410","NSF-16-372","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","left dentary w/ m1-m3","nearly complete","LACMP23-28840","Microtus sp."
"411","NSF-16-373","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m1","broken occlusal surface","LACMP23-28841","Microtus sp."
"412","NSF-16-374","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","lower left M1","broken posteriorly","LACMP23-28842","cf. Microtus "
"413","NSF-16-375","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M2","","LACMP23-28843","Microtus sp."
"414","NSF-16-376","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","tooth frag","","LACMP23-28844","cf. Microtus "
"415","NSF-16-377","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","tooth frag","","LACMP23-28845","cf. Microtus "
"416","NSF-16-378","B2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","tooth frag","","LACMP23-28846","cf. Microtus "
"417","NSF-16-379","B2/L4","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper right M2","","LACMP23-28847","Peromyscus sp."
"418","NSF-16-380","B2/L4","Mammalia","Rodentia","Cricetidae","Neotominae","Reithrodontomys","sp.","lower left M1","","LACMP23-28848","Reithrodontomys sp."
"419","NSF-16-381","B2/L4","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","sp.","lower right m3?","very worn","LACMP23-28849","cf. Peromyscus sp."
"420","NSF-16-382","B2/L4","Mammalia","Rodentia","Cricetidae","cf. Neotominae","Neotoma","sp.","upper left M3","Exhibits strange isolated occlusal lophs","LACMP23-28850","Neotoma sp."
"421","NSF-16-383","B2/L4","Mammalia","Rodentia","Geomyidae/Heteromyidae","","","","P4/p4?","strange looking","LACMP23-28851"," "
"422","NSF-16-384","B2/L4","Mammalia","Rodentia","","","","","tooth frag","","LACMP23-28852"," "
"423","NSF-16-385","B2/L4","Mammalia","Rodentia","","","","","zygomatric arch","","LACMP23-28853"," "
"424","NSF-16-386","B2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower right m2","","LACMP23-28854","Otospermophilus cf. beecheyi"
"425","NSF-16-387","B2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower left m3","","LACMP23-28855","Otospermophilus cf. beecheyi"
"426","NSF-16-388","B2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","partial upper right M3","ligual side missing","LACMP23-28856","Otospermophilus cf. beecheyi"
"427","NSF-16-389","B2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M1/M2","","LACMP23-28857","Otospermophilus cf. beecheyi"
"428","NSF-16-390","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","lower right p3","","LACMP23-28858","Sylvilagus audubonii"
"429","NSF-16-391","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28859","Sylvilagus sp."
"430","NSF-16-392","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","partial lower right tooth","","LACMP23-28860","Sylvilagus sp."
"431","NSF-16-393","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28861","Sylvilagus sp."
"432","NSF-16-394","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","tooth frag","","LACMP23-28862","Sylvilagus sp."
"433","NSF-16-395","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28863","Sylvilagus sp."
"434","NSF-16-396","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth frag","","LACMP23-28864","Sylvilagus sp."
"435","NSF-16-397","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","tooth frag","","LACMP23-28865","Sylvilagus sp."
"436","NSF-16-398","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. upper left tooth","","LACMP23-28866","Sylvilagus sp."
"437","NSF-16-399","B2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower m3","","LACMP23-28867","Sylvilagus sp."
"438","NSF-16-400","B2/L4","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","sp.","right maxillary frag","","LACMP23-28868","cf. Sylvilagus sp."
"439","NSF-16-401","B2/L4","Mammalia","Insectivora","","","","","partial right dentary w/ molar","","LACMP23-28869"," "
"440","NSF-16-402","B2/L5","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","right dentary w/o teeth","","LACMP23-28870","Peromyscus sp."
"441","NSF-16-403","B2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","left anterior dentary w/o teeth","","LACMP23-28871","cf. Microtus "
"442","NSF-16-404","B2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M1","","LACMP23-28872","Microtus sp."
"443","NSF-16-405","B2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","partial upper M3/ lower m1","","LACMP23-28873","Microtus sp."
